Anio,Semana,Entidad,Padecimiento,Casos_semana,Acumulado_hombres,Acumulado_mujeres,Acumulado_anio_anterior
2016,48,San Luis Potosí,Alzheimer,0,23,37,50
2016,48,Sinaloa,Depresión,65,759,2779,3327
2016,48,Sinaloa,Parkinson,5,312,297,496
2016,48,Sinaloa,Alzheimer,4,92,105,186
2016,48,Sonora,Depresión,35,495,1911,2554
2016,48,Sonora,Parkinson,3,118,116,209
2016,48,Sonora,Alzheimer,2,54,73,108
2016,48,Tabasco,Depresión,30,335,883,1439
2016,48,Tabasco,Parkinson,0,64,29,82
2016,48,Tabasco,Alzheimer,1,13,14,25
2016,48,Tamaulipas,Depresión,49,1409,2570,4031
2016,48,Tamaulipas,Parkinson,6,145,127,291
2016,48,Tamaulipas,Alzheimer,2,61,81,144
2016,48,Tlaxcala,Depresión,7,97,373,557
2016,48,Tlaxcala,Parkinson,0,44,45,56
2016,48,Tlaxcala,Alzheimer,0,6,12,20
2016,48,Veracruz,Depresión,75,938,3281,3762
2016,48,Veracruz,Parkinson,6,283,270,429
2016,48,Veracruz,Alzheimer,4,62,97,142
2016,48,Yucatán,Depresión,30,200,938,1381
2016,48,Yucatán,Parkinson,2,61,35,94
2016,48,Yucatán,Alzheimer,2,19,35,70
2016,48,Zacatecas,Depresión,24,209,784,968
2016,48,Zacatecas,Parkinson,3,24,18,18
2016,48,Zacatecas,Alzheimer,0,10,6,20
2016,49,Aguascalientes,Depresión,75,731,2231,2030
2016,49,Aguascalientes,Parkinson,0,48,52,38
2016,49,Aguascalientes,Alzheimer,0,16,29,17
2016,49,Baja California,Depresión,35,582,2187,2651
2016,49,Baja California,Parkinson,2,108,101,240
2016,49,Baja California,Alzheimer,3,53,83,117
2016,49,Baja California Sur,Depresión,13,204,586,856
2016,49,Baja California Sur,Parkinson,0,18,21,54
2016,49,Baja California Sur,Alzheimer,0,9,8,16
2016,49,Campeche,Depresión,11,284,869,885
2016,49,Campeche,Parkinson,1,37,24,56
2016,49,Campeche,Alzheimer,1,11,11,24
2016,49,Coahuila,Depresión,4,160,464,678
2016,49,Coahuila,Parkinson,0,15,22,29
2016,49,Coahuila,Alzheimer,2,8,8,14
2016,49,Colima,Depresión,10,228,826,1018
2016,49,Colima,Parkinson,1,64,49,84
2016,49,Colima,Alzheimer,1,6,10,16
2016,49,Chiapas,Depresión,42,284,919,1134
2016,49,Chiapas,Parkinson,1,103,69,105
2016,49,Chiapas,Alzheimer,1,18,26,46
2016,49,Chihuahua,Depresión,136,2463,5495,5896
2016,49,Chihuahua,Parkinson,9,229,266,191
2016,49,Chihuahua,Alzheimer,7,95,123,89
2016,49,Distrito Federal,Depresión,314,3772,12197,16094
2016,49,Distrito Federal,Parkinson,9,258,307,548
2016,49,Distrito Federal,Alzheimer,5,60,115,140
2016,49,Durango,Depresión,73,1092,3234,4387
2016,49,Durango,Parkinson,1,105,107,280
2016,49,Durango,Alzheimer,0,13,27,64
2016,49,Guanajuato,Depresión,43,401,1672,981
2016,49,Guanajuato,Parkinson,2,80,74,94
2016,49,Guanajuato,Alzheimer,0,28,43,36
2016,49,Guerrero,Depresión,26,336,1317,1970
2016,49,Guerrero,Parkinson,1,82,67,170
2016,49,Guerrero,Alzheimer,0,25,35,62
2016,49,Hidalgo,Depresión,43,458,1488,1601
2016,49,Hidalgo,Parkinson,4,78,63,125
2016,49,Hidalgo,Alzheimer,1,12,22,19
2016,49,Jalisco,Depresión,121,2163,6491,8087
2016,49,Jalisco,Parkinson,17,442,372,776
2016,49,Jalisco,Alzheimer,6,83,135,213
2016,49,México,Depresión,120,1672,5854,6330
2016,49,México,Parkinson,5,307,277,514
2016,49,México,Alzheimer,4,44,77,115
2016,49,Michoacán,Depresión,20,657,2211,2990
2016,49,Michoacán,Parkinson,3,149,122,208
2016,49,Michoacán,Alzheimer,2,28,32,42
2016,49,Morelos,Depresión,30,431,1418,2069
2016,49,Morelos,Parkinson,4,117,102,234
2016,49,Morelos,Alzheimer,0,23,31,49
2016,49,Nayarit,Depresión,26,320,1125,1401
2016,49,Nayarit,Parkinson,1,53,49,101
2016,49,Nayarit,Alzheimer,1,18,31,41
2016,49,Nuevo León,Depresión,60,653,2447,2711
2016,49,Nuevo León,Parkinson,2,144,109,310
2016,49,Nuevo León,Alzheimer,8,58,93,138
2016,49,Oaxaca,Depresión,9,361,1016,1283
2016,49,Oaxaca,Parkinson,6,147,102,283
2016,49,Oaxaca,Alzheimer,7,62,70,84
2016,49,Puebla,Depresión,34,587,1677,2644
2016,49,Puebla,Parkinson,6,129,161,356
2016,49,Puebla,Alzheimer,0,20,19,58
2016,49,Querétaro,Depresión,19,212,777,1021
2016,49,Querétaro,Parkinson,2,32,45,79
2016,49,Querétaro,Alzheimer,0,11,17,30
2016,49,Quintana Roo,Depresión,11,284,752,792
2016,49,Quintana Roo,Parkinson,1,38,22,61
2016,49,Quintana Roo,Alzheimer,1,10,8,18
2016,49,San Luis Potosí,Depresión,67,827,2384,3213
2016,49,San Luis Potosí,Parkinson,10,75,84,153
2016,49,San Luis Potosí,Alzheimer,1,25,38,51
2016,49,Sinaloa,Depresión,57,773,2823,3419
2016,49,Sinaloa,Parkinson,7,314,302,502
2016,49,Sinaloa,Alzheimer,3,93,107,189
2016,49,Sonora,Depresión,32,497,1942,2603
2016,49,Sonora,Parkinson,6,120,120,214
2016,49,Sonora,Alzheimer,1,54,74,108
2016,49,Tabasco,Depresión,23,341,900,1465
2016,49,Tabasco,Parkinson,2,65,30,82
2016,49,Tabasco,Alzheimer,0,13,14,25
2016,49,Tamaulipas,Depresión,73,1440,2612,4141
2016,49,Tamaulipas,Parkinson,7,147,132,294
2016,49,Tamaulipas,Alzheimer,4,63,83,146
2016,49,Tlaxcala,Depresión,10,99,381,564
2016,49,Tlaxcala,Parkinson,1,45,45,56
2016,49,Tlaxcala,Alzheimer,1,7,12,21
2016,49,Veracruz,Depresión,87,955,3351,3817
2016,49,Veracruz,Parkinson,16,292,277,444
2016,49,Veracruz,Alzheimer,2,63,98,143
2016,49,Yucatán,Depresión,19,205,952,1402
2016,49,Yucatán,Parkinson,3,62,37,94
2016,49,Yucatán,Alzheimer,0,19,35,71
2016,49,Zacatecas,Depresión,16,216,793,982
2016,49,Zacatecas,Parkinson,1,25,18,20
2016,49,Zacatecas,Alzheimer,0,10,6,20
2016,05,Aguascalientes,Depresión,46,43,132,157
2016,05,Aguascalientes,Parkinson,1,1,5,6
2016,05,Aguascalientes,Alzheimer,0,1,2,2
2016,05,Baja California,Depresión,68,43,147,220
2016,05,Baja California,Parkinson,3,9,6,21
2016,05,Baja California,Alzheimer,2,4,5,10
2016,05,Baja California Sur,Depresión,15,17,43,66
2016,05,Baja California Sur,Parkinson,4,6,4,1
2016,05,Baja California Sur,Alzheimer,0,3,0,0
2016,05,Campeche,Depresión,13,14,57,51
2016,05,Campeche,Parkinson,3,3,1,3
2016,05,Campeche,Alzheimer,0,0,1,0
2016,05,Coahuila,Depresión,8,9,33,135
2016,05,Coahuila,Parkinson,1,1,1,16
2016,05,Coahuila,Alzheimer,0,1,0,7
2016,05,Colima,Depresión,36,30,120,69
2016,05,Colima,Parkinson,4,12,5,11
2016,05,Colima,Alzheimer,1,1,0,0
2016,05,Chiapas,Depresión,19,9,64,189
2016,05,Chiapas,Parkinson,8,8,9,12
2016,05,Chiapas,Alzheimer,1,4,2,3
2016,05,Chihuahua,Depresión,172,190,403,399
2016,05,Chihuahua,Parkinson,3,20,12,11
2016,05,Chihuahua,Alzheimer,3,8,7,2
2016,05,Distrito Federal,Depresión,235,283,886,887
2016,05,Distrito Federal,Parkinson,11,29,23,12
2016,05,Distrito Federal,Alzheimer,5,8,9,6
2016,05,Durango,Depresión,82,96,271,301
2016,05,Durango,Parkinson,2,8,6,19
2016,05,Durango,Alzheimer,2,3,5,6
2016,05,Guanajuato,Depresión,24,26,92,35
2016,05,Guanajuato,Parkinson,2,8,3,2
2016,05,Guanajuato,Alzheimer,2,3,0,0
2016,05,Guerrero,Depresión,27,15,79,81
2016,05,Guerrero,Parkinson,1,4,3,20
2016,05,Guerrero,Alzheimer,1,2,1,6
2016,05,Hidalgo,Depresión,30,29,76,115
2016,05,Hidalgo,Parkinson,9,10,8,11
2016,05,Hidalgo,Alzheimer,0,0,2,0
2016,05,Jalisco,Depresión,152,178,454,353
2016,05,Jalisco,Parkinson,32,46,41,23
2016,05,Jalisco,Alzheimer,6,3,19,2
2016,05,México,Depresión,132,110,398,427
2016,05,México,Parkinson,11,33,29,47
2016,05,México,Alzheimer,1,4,7,6
2016,05,Michoacán,Depresión,56,47,162,220
2016,05,Michoacán,Parkinson,2,4,10,11
2016,05,Michoacán,Alzheimer,0,2,1,2
2016,05,Morelos,Depresión,34,25,110,181
2016,05,Morelos,Parkinson,5,12,9,17
2016,05,Morelos,Alzheimer,0,0,0,13
2016,05,Nayarit,Depresión,26,17,89,61
2016,05,Nayarit,Parkinson,2,7,3,6
2016,05,Nayarit,Alzheimer,2,0,3,3
2016,05,Nuevo León,Depresión,65,51,155,60
2016,05,Nuevo León,Parkinson,8,10,7,20
2016,05,Nuevo León,Alzheimer,2,5,6,1
2016,05,Oaxaca,Depresión,14,23,72,113
2016,05,Oaxaca,Parkinson,2,14,8,21
2016,05,Oaxaca,Alzheimer,1,2,3,0
2016,05,Puebla,Depresión,45,54,148,254
2016,05,Puebla,Parkinson,10,14,14,51
2016,05,Puebla,Alzheimer,4,4,3,5
2016,05,Querétaro,Depresión,30,25,71,93
2016,05,Querétaro,Parkinson,2,4,1,2
2016,05,Querétaro,Alzheimer,1,0,1,4
2016,05,Quintana Roo,Depresión,35,53,57,76
2016,05,Quintana Roo,Parkinson,2,4,4,4
2016,05,Quintana Roo,Alzheimer,0,0,0,1
2016,05,San Luis Potosí,Depresión,29,34,122,214
2016,05,San Luis Potosí,Parkinson,5,4,3,20
2016,05,San Luis Potosí,Alzheimer,1,2,2,4
2016,05,Sinaloa,Depresión,95,71,234,263
2016,05,Sinaloa,Parkinson,22,32,32,33
2016,05,Sinaloa,Alzheimer,2,9,7,15
2016,05,Sonora,Depresión,62,43,180,196
2016,05,Sonora,Parkinson,6,12,9,18
2016,05,Sonora,Alzheimer,3,6,13,12
2016,05,Tabasco,Depresión,27,27,72,86
2016,05,Tabasco,Parkinson,1,5,4,10
2016,05,Tabasco,Alzheimer,0,2,3,1
2016,05,Tamaulipas,Depresión,77,93,171,175
2016,05,Tamaulipas,Parkinson,4,7,12,6
2016,05,Tamaulipas,Alzheimer,3,3,6,2
2016,05,Tlaxcala,Depresión,7,11,25,3
2016,05,Tlaxcala,Parkinson,4,5,3,1
2016,05,Tlaxcala,Alzheimer,1,0,3,1
2016,05,Veracruz,Depresión,91,69,252,197
2016,05,Veracruz,Parkinson,14,16,26,14
2016,05,Veracruz,Alzheimer,6,5,10,3
2016,05,Yucatán,Depresión,29,26,65,116
2016,05,Yucatán,Parkinson,0,3,2,7
2016,05,Yucatán,Alzheimer,1,4,2,11
2016,05,Zacatecas,Depresión,7,6,50,78
2016,05,Zacatecas,Parkinson,1,2,0,1
2016,05,Zacatecas,Alzheimer,1,1,0,0
2016,50,Aguascalientes,Depresión,45,742,2265,2079
2016,50,Aguascalientes,Parkinson,2,49,53,39
2016,50,Aguascalientes,Alzheimer,2,17,30,17
2016,50,Baja California,Depresión,42,596,2216,2703
2016,50,Baja California,Parkinson,4,112,101,242
2016,50,Baja California,Alzheimer,1,53,84,118
2016,50,Baja California Sur,Depresión,11,206,595,876
2016,50,Baja California Sur,Parkinson,1,18,22,55
2016,50,Baja California Sur,Alzheimer,0,9,8,17
2016,50,Campeche,Depresión,22,286,886,905
2016,50,Campeche,Parkinson,1,37,25,57
2016,50,Campeche,Alzheimer,0,11,11,24
2016,50,Coahuila,Depresión,7,162,469,692
2016,50,Coahuila,Parkinson,0,15,22,30
2016,50,Coahuila,Alzheimer,0,8,8,15
2016,50,Colima,Depresión,22,234,842,1034
2016,50,Colima,Parkinson,4,65,52,86
2016,50,Colima,Alzheimer,1,6,11,16
2016,50,Chiapas,Depresión,38,291,950,1150
2016,50,Chiapas,Parkinson,5,105,72,106
2016,50,Chiapas,Alzheimer,1,18,27,47
2016,50,Chihuahua,Depresión,116,2503,5571,6048
2016,50,Chihuahua,Parkinson,2,230,267,194
2016,50,Chihuahua,Alzheimer,3,96,125,89
2016,50,Distrito Federal,Depresión,296,3835,12437,16356
2016,50,Distrito Federal,Parkinson,8,262,311,557
2016,50,Distrito Federal,Alzheimer,1,60,116,142
2016,50,Durango,Depresión,55,1104,3277,4495
2016,50,Durango,Parkinson,3,106,109,287
2016,50,Durango,Alzheimer,1,13,28,65
2016,50,Guanajuato,Depresión,57,414,1716,995
2016,50,Guanajuato,Parkinson,3,82,75,97
2016,50,Guanajuato,Alzheimer,2,28,45,36
2016,50,Guerrero,Depresión,15,342,1328,2000
2016,50,Guerrero,Parkinson,3,83,69,174
2016,50,Guerrero,Alzheimer,0,25,36,63
2016,50,Hidalgo,Depresión,66,477,1535,1636
2016,50,Hidalgo,Parkinson,2,79,64,127
2016,50,Hidalgo,Alzheimer,3,13,24,19
2016,50,Jalisco,Depresión,140,2191,6603,8240
2016,50,Jalisco,Parkinson,14,451,377,789
2016,50,Jalisco,Alzheimer,4,85,137,215
2016,50,México,Depresión,188,1721,6001,6462
2016,50,México,Parkinson,9,313,280,532
2016,50,México,Alzheimer,2,45,78,117
2016,50,Michoacán,Depresión,55,662,2264,3038
2016,50,Michoacán,Parkinson,6,152,125,211
2016,50,Michoacán,Alzheimer,1,29,32,43
2016,50,Morelos,Depresión,26,440,1435,2104
2016,50,Morelos,Parkinson,2,117,104,235
2016,50,Morelos,Alzheimer,0,23,31,49
2016,50,Nayarit,Depresión,35,325,1155,1421
2016,50,Nayarit,Parkinson,2,54,50,101
2016,50,Nayarit,Alzheimer,2,19,32,42
2016,50,Nuevo León,Depresión,35,663,2472,2753
2016,50,Nuevo León,Parkinson,9,148,114,373
2016,50,Nuevo León,Alzheimer,2,60,93,141
2016,50,Oaxaca,Depresión,27,369,1039,1313
2016,50,Oaxaca,Parkinson,2,147,104,291
2016,50,Oaxaca,Alzheimer,3,64,71,85
2016,50,Puebla,Depresión,48,596,1716,2696
2016,50,Puebla,Parkinson,7,132,165,362
2016,50,Puebla,Alzheimer,0,20,19,59
2016,50,Querétaro,Depresión,,212,777,1033
2016,50,Querétaro,Parkinson,,32,45,82
2016,50,Querétaro,Alzheimer,,11,17,32
2016,50,Quintana Roo,Depresión,13,287,762,813
2016,50,Quintana Roo,Parkinson,2,40,22,61
2016,50,Quintana Roo,Alzheimer,1,10,9,19
2016,50,San Luis Potosí,Depresión,65,846,2430,3283
2016,50,San Luis Potosí,Parkinson,5,77,87,154
2016,50,San Luis Potosí,Alzheimer,1,25,39,51
2016,50,Sinaloa,Depresión,53,783,2866,3484
2016,50,Sinaloa,Parkinson,6,319,303,510
2016,50,Sinaloa,Alzheimer,4,93,111,191
2016,50,Sonora,Depresión,49,506,1982,2648
2016,50,Sonora,Parkinson,2,122,121,217
2016,50,Sonora,Alzheimer,4,56,76,111
2016,50,Tabasco,Depresión,20,346,915,1481
2016,50,Tabasco,Parkinson,1,65,31,84
2016,50,Tabasco,Alzheimer,0,13,14,25
2016,50,Tamaulipas,Depresión,101,1482,2671,4219
2016,50,Tamaulipas,Parkinson,6,151,134,302
2016,50,Tamaulipas,Alzheimer,2,63,85,147
2016,50,Tlaxcala,Depresión,11,102,389,568
2016,50,Tlaxcala,Parkinson,0,45,45,56
2016,50,Tlaxcala,Alzheimer,1,8,12,21
2016,50,Veracruz,Depresión,84,976,3414,3886
2016,50,Veracruz,Parkinson,15,298,286,455
2016,50,Veracruz,Alzheimer,3,64,100,148
2016,50,Yucatán,Depresión,29,215,971,1419
2016,50,Yucatán,Parkinson,0,62,37,95
2016,50,Yucatán,Alzheimer,0,19,35,72
2016,50,Zacatecas,Depresión,16,217,808,1001
2016,50,Zacatecas,Parkinson,0,25,18,20
2016,50,Zacatecas,Alzheimer,1,10,7,20
2016,51,Aguascalientes,Depresión,30,753,2284,2145
2016,51,Aguascalientes,Parkinson,0,49,53,39
2016,51,Aguascalientes,Alzheimer,1,18,30,18
2016,51,Baja California,Depresión,53,611,2254,2747
2016,51,Baja California,Parkinson,7,115,105,248
2016,51,Baja California,Alzheimer,3,54,86,121
2016,51,Baja California Sur,Depresión,10,206,605,883
2016,51,Baja California Sur,Parkinson,1,19,22,55
2016,51,Baja California Sur,Alzheimer,0,9,8,17
2016,51,Campeche,Depresión,25,291,906,917
2016,51,Campeche,Parkinson,1,37,26,57
2016,51,Campeche,Alzheimer,1,12,11,24
2016,51,Coahuila,Depresión,6,162,475,702
2016,51,Coahuila,Parkinson,0,15,22,31
2016,51,Coahuila,Alzheimer,0,8,8,15
2016,51,Colima,Depresión,18,238,856,1056
2016,51,Colima,Parkinson,1,66,52,87
2016,51,Colima,Alzheimer,3,7,13,17
2016,51,Chiapas,Depresión,41,302,980,1159
2016,51,Chiapas,Parkinson,3,105,75,109
2016,51,Chiapas,Alzheimer,1,19,27,47
2016,51,Chihuahua,Depresión,97,2545,5626,6181
2016,51,Chihuahua,Parkinson,3,230,270,198
2016,51,Chihuahua,Alzheimer,2,97,126,95
2016,51,Distrito Federal,Depresión,296,3897,12677,16604
2016,51,Distrito Federal,Parkinson,4,265,312,568
2016,51,Distrito Federal,Alzheimer,3,62,117,145
2016,51,Durango,Depresión,60,1120,3350,4559
2016,51,Durango,Parkinson,1,109,114,289
2016,51,Durango,Alzheimer,1,14,28,66
2016,51,Guanajuato,Depresión,55,417,1740,1022
2016,51,Guanajuato,Parkinson,1,83,75,104
2016,51,Guanajuato,Alzheimer,1,28,46,36
2016,51,Guerrero,Depresión,10,345,1335,2014
2016,51,Guerrero,Parkinson,2,85,69,175
2016,51,Guerrero,Alzheimer,0,25,36,64
2016,51,Hidalgo,Depresión,46,491,1567,1670
2016,51,Hidalgo,Parkinson,2,81,64,128
2016,51,Hidalgo,Alzheimer,1,13,25,19
2016,51,Jalisco,Depresión,115,2220,6690,8364
2016,51,Jalisco,Parkinson,10,456,382,806
2016,51,Jalisco,Alzheimer,9,87,144,221
2016,51,México,Depresión,193,1751,6167,6556
2016,51,México,Parkinson,9,316,286,539
2016,51,México,Alzheimer,0,45,78,118
2016,51,Michoacán,Depresión,35,668,2293,3084
2016,51,Michoacán,Parkinson,6,154,129,214
2016,51,Michoacán,Alzheimer,2,29,34,43
2016,51,Morelos,Depresión,46,451,1470,2125
2016,51,Morelos,Parkinson,0,117,104,240
2016,51,Morelos,Alzheimer,0,23,31,50
2016,51,Nayarit,Depresión,21,327,1174,1450
2016,51,Nayarit,Parkinson,1,54,51,104
2016,51,Nayarit,Alzheimer,2,19,34,42
2016,51,Nuevo León,Depresión,50,673,2512,2802
2016,51,Nuevo León,Parkinson,8,153,117,378
2016,51,Nuevo León,Alzheimer,3,62,94,142
2016,51,Oaxaca,Depresión,19,379,1075,1332
2016,51,Oaxaca,Parkinson,2,148,105,292
2016,51,Oaxaca,Alzheimer,3,64,74,86
2016,51,Puebla,Depresión,32,602,1743,2750
2016,51,Puebla,Parkinson,0,132,165,380
2016,51,Puebla,Alzheimer,2,20,21,64
2016,51,Querétaro,Depresión,17,215,791,1037
2016,51,Querétaro,Parkinson,0,32,45,82
2016,51,Querétaro,Alzheimer,0,11,17,32
2016,51,Quintana Roo,Depresión,9,289,769,841
2016,51,Quintana Roo,Parkinson,0,40,22,62
2016,51,Quintana Roo,Alzheimer,2,11,10,21
2016,51,San Luis Potosí,Depresión,65,866,2475,3370
2016,51,San Luis Potosí,Parkinson,2,78,88,156
2016,51,San Luis Potosí,Alzheimer,0,25,39,53
2016,51,Sinaloa,Depresión,51,796,2904,3550
2016,51,Sinaloa,Parkinson,8,322,308,519
2016,51,Sinaloa,Alzheimer,2,93,113,199
2016,51,Sonora,Depresión,40,515,2015,2682
2016,51,Sonora,Parkinson,3,124,122,221
2016,51,Sonora,Alzheimer,1,56,77,111
2016,51,Tabasco,Depresión,17,351,927,1513
2016,51,Tabasco,Parkinson,3,67,32,87
2016,51,Tabasco,Alzheimer,0,13,14,26
2016,51,Tamaulipas,Depresión,70,1507,2716,4317
2016,51,Tamaulipas,Parkinson,3,152,136,308
2016,51,Tamaulipas,Alzheimer,4,64,88,149
2016,51,Tlaxcala,Depresión,0,102,389,582
2016,51,Tlaxcala,Parkinson,1,46,45,60
2016,51,Tlaxcala,Alzheimer,0,8,12,21
2016,51,Veracruz,Depresión,26,984,3432,3961
2016,51,Veracruz,Parkinson,0,298,286,464
2016,51,Veracruz,Alzheimer,0,64,100,153
2016,51,Yucatán,Depresión,24,220,990,1454
2016,51,Yucatán,Parkinson,1,63,37,100
2016,51,Yucatán,Alzheimer,1,19,36,73
2016,51,Zacatecas,Depresión,17,222,824,1013
2016,51,Zacatecas,Parkinson,0,25,18,20
2016,51,Zacatecas,Alzheimer,0,10,7,21
2016,52,Aguascalientes,Depresión,47,766,2318,2165
2016,52,Aguascalientes,Parkinson,1,49,54,40
2016,52,Aguascalientes,Alzheimer,2,18,32,18
2016,52,Baja California,Depresión,33,618,2280,2771
2016,52,Baja California,Parkinson,3,115,108,250
2016,52,Baja California,Alzheimer,0,54,86,121
2016,52,Baja California Sur,Depresión,7,209,609,892
2016,52,Baja California Sur,Parkinson,1,19,23,56
2016,52,Baja California Sur,Alzheimer,0,9,8,17
2016,52,Campeche,Depresión,13,294,916,926
2016,52,Campeche,Parkinson,1,38,26,59
2016,52,Campeche,Alzheimer,0,12,11,24
2016,52,Coahuila,Depresión,1,162,476,707
2016,52,Coahuila,Parkinson,0,15,22,31
2016,52,Coahuila,Alzheimer,0,8,8,15
2016,52,Colima,Depresión,10,241,865,1070
2016,52,Colima,Parkinson,4,70,52,88
2016,52,Colima,Alzheimer,0,7,13,17
2016,52,Chiapas,Depresión,42,317,1007,1164
2016,52,Chiapas,Parkinson,1,106,75,114
2016,52,Chiapas,Alzheimer,0,19,27,48
2016,52,Chihuahua,Depresión,128,2595,5706,6301
2016,52,Chihuahua,Parkinson,13,237,276,208
2016,52,Chihuahua,Alzheimer,2,98,127,102
2016,52,Distrito Federal,Depresión,159,3944,12797,16756
2016,52,Distrito Federal,Parkinson,6,268,315,571
2016,52,Distrito Federal,Alzheimer,3,64,118,149
2016,52,Durango,Depresión,48,1127,3391,4604
2016,52,Durango,Parkinson,3,112,115,293
2016,52,Durango,Alzheimer,0,14,28,69
2016,52,Guanajuato,Depresión,37,415,1736,1038
2016,52,Guanajuato,Parkinson,1,84,75,108
2016,52,Guanajuato,Alzheimer,0,28,46,36
2016,52,Guerrero,Depresión,9,346,1343,2024
2016,52,Guerrero,Parkinson,1,86,69,178
2016,52,Guerrero,Alzheimer,0,25,36,64
2016,52,Hidalgo,Depresión,22,495,1585,1680
2016,52,Hidalgo,Parkinson,1,82,64,131
2016,52,Hidalgo,Alzheimer,0,13,25,19
2016,52,Jalisco,Depresión,102,2249,6768,8466
2016,52,Jalisco,Parkinson,13,467,385,814
2016,52,Jalisco,Alzheimer,4,89,146,225
2016,52,México,Depresión,116,1775,6265,6639
2016,52,México,Parkinson,6,319,289,543
2016,52,México,Alzheimer,1,46,78,119
2016,52,Michoacán,Depresión,31,679,2314,3107
2016,52,Michoacán,Parkinson,2,154,131,218
2016,52,Michoacán,Alzheimer,2,29,36,44
2016,52,Morelos,Depresión,45,478,1509,2142
2016,52,Morelos,Parkinson,4,119,106,240
2016,52,Morelos,Alzheimer,1,24,31,50
2016,52,Nayarit,Depresión,15,332,1184,1466
2016,52,Nayarit,Parkinson,2,56,51,104
2016,52,Nayarit,Alzheimer,1,19,35,42
2016,52,Nuevo León,Depresión,27,679,2539,2834
2016,52,Nuevo León,Parkinson,6,157,119,378
2016,52,Nuevo León,Alzheimer,2,63,95,142
2016,52,Oaxaca,Depresión,13,381,1088,1349
2016,52,Oaxaca,Parkinson,8,151,110,297
2016,52,Oaxaca,Alzheimer,1,64,75,86
2016,52,Puebla,Depresión,23,611,1757,2765
2016,52,Puebla,Parkinson,4,132,169,381
2016,52,Puebla,Alzheimer,0,20,21,65
2016,52,Querétaro,Depresión,9,216,799,1043
2016,52,Querétaro,Parkinson,0,32,45,83
2016,52,Querétaro,Alzheimer,0,11,17,32
2016,52,Quintana Roo,Depresión,13,293,778,857
2016,52,Quintana Roo,Parkinson,1,41,22,63
2016,52,Quintana Roo,Alzheimer,0,11,10,21
2016,52,San Luis Potosí,Depresión,62,889,2514,3450
2016,52,San Luis Potosí,Parkinson,6,80,92,159
2016,52,San Luis Potosí,Alzheimer,1,25,40,53
2016,52,Sinaloa,Depresión,46,813,2934,3601
2016,52,Sinaloa,Parkinson,5,325,310,525
2016,52,Sinaloa,Alzheimer,3,93,116,202
2016,52,Sonora,Depresión,15,517,2030,2703
2016,52,Sonora,Parkinson,2,124,124,223
2016,52,Sonora,Alzheimer,6,59,80,113
2016,52,Tabasco,Depresión,14,353,939,1518
2016,52,Tabasco,Parkinson,2,68,33,87
2016,52,Tabasco,Alzheimer,0,13,14,26
2016,52,Tamaulipas,Depresión,74,1533,2764,4398
2016,52,Tamaulipas,Parkinson,3,153,138,311
2016,52,Tamaulipas,Alzheimer,3,65,90,151
2016,52,Tlaxcala,Depresión,7,104,394,584
2016,52,Tlaxcala,Parkinson,2,47,46,62
2016,52,Tlaxcala,Alzheimer,0,8,12,21
2016,52,Veracruz,Depresión,33,1006,3482,3997
2016,52,Veracruz,Parkinson,8,309,291,465
2016,52,Veracruz,Alzheimer,2,66,102,155
2016,52,Yucatán,Depresión,27,227,1010,1469
2016,52,Yucatán,Parkinson,0,63,37,100
2016,52,Yucatán,Alzheimer,0,19,36,74
2016,52,Zacatecas,Depresión,12,225,833,1028
2016,52,Zacatecas,Parkinson,0,25,18,21
2016,52,Zacatecas,Alzheimer,0,10,7,21
2016,06,Aguascalientes,Depresión,36,54,157,198
2016,06,Aguascalientes,Parkinson,1,2,5,6
2016,06,Aguascalientes,Alzheimer,0,1,2,2
2016,06,Baja California,Depresión,47,58,179,253
2016,06,Baja California,Parkinson,3,10,8,24
2016,06,Baja California,Alzheimer,2,6,5,11
2016,06,Baja California Sur,Depresión,14,22,52,84
2016,06,Baja California Sur,Parkinson,0,6,4,1
2016,06,Baja California Sur,Alzheimer,0,3,0,0
2016,06,Campeche,Depresión,20,17,74,64
2016,06,Campeche,Parkinson,3,4,3,4
2016,06,Campeche,Alzheimer,0,0,1,0
2016,06,Coahuila,Depresión,3,9,36,172
2016,06,Coahuila,Parkinson,2,1,3,20
2016,06,Coahuila,Alzheimer,0,1,0,9
2016,06,Colima,Depresión,18,36,132,89
2016,06,Colima,Parkinson,6,17,6,14
2016,06,Colima,Alzheimer,1,2,0,0
2016,06,Chiapas,Depresión,17,16,76,208
2016,06,Chiapas,Parkinson,2,10,9,13
2016,06,Chiapas,Alzheimer,1,5,2,4
2016,06,Chihuahua,Depresión,132,223,503,493
2016,06,Chihuahua,Parkinson,6,25,13,12
2016,06,Chihuahua,Alzheimer,2,8,9,2
2016,06,Distrito Federal,Depresión,328,375,1158,1104
2016,06,Distrito Federal,Parkinson,3,29,27,13
2016,06,Distrito Federal,Alzheimer,3,9,11,6
2016,06,Durango,Depresión,139,138,368,391
2016,06,Durango,Parkinson,5,12,7,26
2016,06,Durango,Alzheimer,3,5,7,6
2016,06,Guanajuato,Depresión,34,35,117,41
2016,06,Guanajuato,Parkinson,3,10,4,2
2016,06,Guanajuato,Alzheimer,1,4,0,0
2016,06,Guerrero,Depresión,18,20,92,104
2016,06,Guerrero,Parkinson,2,6,3,22
2016,06,Guerrero,Alzheimer,1,2,2,6
2016,06,Hidalgo,Depresión,23,35,94,138
