anio,semana,estado,enfermedad,casos_semana,acumulado_hombres,acumulado_mujeres,acumulado_anio_anterior
2025,14,Oaxaca,Depresión,49,230,429,528
2025,14,Oaxaca,Parkinson,7,35,22,40
2025,14,Oaxaca,Alzheimer,,11,15,33
2025,14,Puebla,Depresión,58,196,547,865
2025,14,Puebla,Parkinson,3,7,12,45
2025,14,Puebla,Alzheimer,,9,3,7
2025,14,Querétaro,Depresión,25,76,278,340
2025,14,Querétaro,Parkinson,,4,3,18
2025,14,Querétaro,Alzheimer,,,1,5
2025,14,Quintana Roo,Depresión,26,103,268,521
2025,14,Quintana Roo,Parkinson,2,15,26,18
2025,14,Quintana Roo,Alzheimer,,1,5,8
2025,14,San Luis Potosí,Depresión,70,187,591,884
2025,14,San Luis Potosí,Parkinson,4,19,18,46
2025,14,San Luis Potosí,Alzheimer,,,4,30
2025,14,Sinaloa,Depresión,99,341,822,1604
2025,14,Sinaloa,Parkinson,9,68,80,121
2025,14,Sinaloa,Alzheimer,5,20,23,50
2025,14,Sonora,Depresión,52,195,523,936
2025,14,Sonora,Parkinson,4,23,7,38
2025,14,Sonora,Alzheimer,,8,8,20
2025,14,Tabasco,Depresión,87,381,708,1271
2025,14,Tabasco,Parkinson,,19,17,36
2025,14,Tabasco,Alzheimer,,7,3,10
2025,14,Tamaulipas,Depresión,70,197,596,1043
2025,14,Tamaulipas,Parkinson,20,69,57,113
2025,14,Tamaulipas,Alzheimer,1,12,16,47
2025,14,Tlaxcala,Depresión,29,85,291,405
2025,14,Tlaxcala,Parkinson,,3,3,9
2025,14,Tlaxcala,Alzheimer,,1,,2
2025,14,Veracruz,Depresión,161,420,1332,1615
2025,14,Veracruz,Parkinson,18,114,94,217
2025,14,Veracruz,Alzheimer,,15,20,45
2025,14,Yucatán,Depresión,114,311,860,956
2025,14,Yucatán,Parkinson,4,19,17,25
2025,14,Yucatán,Alzheimer,,1,3,13
2025,14,Zacatecas,Depresión,50,101,405,628
2025,14,Zacatecas,Parkinson,,2,5,3
2025,14,Zacatecas,Alzheimer,,1,2,2
2025,01,Aguascalientes,Depresión,21,414,1065,1780
2025,01,Aguascalientes,Parkinson,1,41,30,85
2025,01,Aguascalientes,Alzheimer,,9,14,30
2025,01,Baja California,Depresión,91,1623,3587,4733
2025,01,Baja California,Parkinson,1,82,55,223
2025,01,Baja California,Alzheimer,,29,47,107
2025,01,Baja California Sur,Depresión,5,220,611,1426
2025,01,Baja California Sur,Parkinson,1,28,22,62
2025,01,Baja California Sur,Alzheimer,,5,7,17
2025,01,Campeche,Depresión,2,403,1049,1399
2025,01,Campeche,Parkinson,,64,33,74
2025,01,Campeche,Alzheimer,,11,8,28
2025,01,Coahuila,Depresión,30,767,1909,3404
2025,01,Coahuila,Parkinson,,121,101,221
2025,01,Coahuila,Alzheimer,1,36,54,100
2025,01,Colima,Depresión,40,972,1925,2558
2025,01,Colima,Parkinson,3,169,115,299
2025,01,Colima,Alzheimer,1,20,26,69
2025,01,Chiapas,Depresión,24,761,2664,2633
2025,01,Chiapas,Parkinson,3,88,73,210
2025,01,Chiapas,Alzheimer,,23,15,61
2025,01,Chihuahua,Depresión,71,2165,5789,8242
2025,01,Chihuahua,Parkinson,3,267,243,457
2025,01,Chihuahua,Alzheimer,5,65,121,199
2025,01,Ciudad de México,Depresión,190,6399,16904,24017
2025,01,Ciudad de México,Parkinson,5,192,171,393
2025,01,Ciudad de México,Alzheimer,6,28,71,94
2025,01,Durango,Depresión,49,1101,3522,5047
2025,01,Durango,Parkinson,2,216,173,406
2025,01,Durango,Alzheimer,2,29,36,70
2025,01,Guanajuato,Depresión,55,1347,4779,6445
2025,01,Guanajuato,Parkinson,,93,92,220
2025,01,Guanajuato,Alzheimer,,21,42,73
2025,01,Guerrero,Depresión,6,732,2017,3230
2025,01,Guerrero,Parkinson,1,75,52,164
2025,01,Guerrero,Alzheimer,,14,15,41
2025,01,Hidalgo,Depresión,31,516,2611,3425
2025,01,Hidalgo,Parkinson,,48,43,81
2025,01,Hidalgo,Alzheimer,,12,20,23
2025,01,Jalisco,Depresión,48,3267,7264,10762
2025,01,Jalisco,Parkinson,1,384,340,1162
2025,01,Jalisco,Alzheimer,1,62,121,272
2025,01,México,Depresión,76,2593,8058,14890
2025,01,México,Parkinson,4,193,187,931
2025,01,México,Alzheimer,1,25,42,268
2025,01,Michoacán,Depresión,45,2073,5435,5007
2025,01,Michoacán,Parkinson,3,231,213,241
2025,01,Michoacán,Alzheimer,2,20,52,78
2025,01,Morelos,Depresión,38,673,2510,3265
2025,01,Morelos,Parkinson,2,150,141,371
2025,01,Morelos,Alzheimer,,20,27,45
2025,01,Nayarit,Depresión,21,1162,2269,3409
2025,01,Nayarit,Parkinson,,18,19,118
2025,01,Nayarit,Alzheimer,,15,26,62
2025,01,Nuevo León,Depresión,100,1505,4104,5665
2025,01,Nuevo León,Parkinson,3,175,103,259
2025,01,Nuevo León,Alzheimer,1,40,63,102
2025,01,Oaxaca,Depresión,2,776,1582,2197
2025,01,Oaxaca,Parkinson,,85,63,190
2025,01,Oaxaca,Alzheimer,,32,51,60
2025,01,Puebla,Depresión,60,1080,2791,4584
2025,01,Puebla,Parkinson,1,92,83,222
2025,01,Puebla,Alzheimer,,21,12,33
2025,01,Querétaro,Depresión,15,278,1040,1122
2025,01,Querétaro,Parkinson,1,26,17,42
2025,01,Querétaro,Alzheimer,,8,5,18
2025,01,Quintana Roo,Depresión,16,514,1462,1438
2025,01,Quintana Roo,Parkinson,1,45,41,89
2025,01,Quintana Roo,Alzheimer,,8,15,15
2025,01,San Luis Potosí,Depresión,27,891,2535,3021
2025,01,San Luis Potosí,Parkinson,1,102,71,215
2025,01,San Luis Potosí,Alzheimer,1,21,40,62
2025,01,Sinaloa,Depresión,39,1511,3949,4376
2025,01,Sinaloa,Parkinson,5,249,203,546
2025,01,Sinaloa,Alzheimer,1,67,94,191
2025,01,Sonora,Depresión,14,907,2785,3833
2025,01,Sonora,Parkinson,1,89,69,173
2025,01,Sonora,Alzheimer,,15,49,77
2025,01,Tabasco,Depresión,34,1464,3187,6003
2025,01,Tabasco,Parkinson,,82,70,269
2025,01,Tabasco,Alzheimer,,22,36,48
2025,01,Tamaulipas,Depresión,25,941,2805,4300
2025,01,Tamaulipas,Parkinson,5,247,203,390
2025,01,Tamaulipas,Alzheimer,3,71,109,161
2025,01,Tlaxcala,Depresión,17,355,1240,1185
2025,01,Tlaxcala,Parkinson,,23,31,71
2025,01,Tlaxcala,Alzheimer,,4,4,4
2025,01,Veracruz,Depresión,50,1539,4842,7113
2025,01,Veracruz,Parkinson,5,429,356,794
2025,01,Veracruz,Alzheimer,,50,83,194
2025,01,Yucatán,Depresión,34,1048,2899,3138
2025,01,Yucatán,Parkinson,1,76,72,138
2025,01,Yucatán,Alzheimer,,13,22,33
2025,01,Zacatecas,Depresión,52,700,2186,2151
2025,01,Zacatecas,Parkinson,,14,10,35
2025,01,Zacatecas,Alzheimer,,5,8,10
2025,02,Aguascalientes,Depresión,25,,9,16
2025,02,Aguascalientes,Parkinson,18,,,
2025,02,Aguascalientes,Alzheimer,,,,
2025,02,Baja California,Depresión,79,,28,51
2025,02,Baja California,Parkinson,83,1,,
2025,02,Baja California,Alzheimer,,1,2,
2025,02,Baja California Sur,Depresión,8,,1,7
2025,02,Baja California Sur,Parkinson,14,,,
2025,02,Baja California Sur,Alzheimer,,,3,
2025,02,Campeche,Depresión,20,,6,14
2025,02,Campeche,Parkinson,16,2,,1
2025,02,Campeche,Alzheimer,,1,2,1
2025,02,Coahuila,Depresión,27,,5,22
2025,02,Coahuila,Parkinson,24,1,,
2025,02,Coahuila,Alzheimer,,1,9,
2025,02,Colima,Depresión,11,,2,9
2025,02,Colima,Parkinson,29,1,,1
2025,02,Colima,Alzheimer,,,5,
2025,02,Chiapas,Depresión,26,,3,23
2025,02,Chiapas,Parkinson,54,,,
2025,02,Chiapas,Alzheimer,,,2,
2025,02,Chihuahua,Depresión,65,,19,46
2025,02,Chihuahua,Parkinson,88,8,,2
2025,02,Chihuahua,Alzheimer,,6,7,3
2025,02,Ciudad de México,Depresión,155,,40,115
2025,02,Ciudad de México,Parkinson,332,3,,1
2025,02,Ciudad de México,Alzheimer,,2,3,1
2025,02,Durango,Depresión,39,,10,29
2025,02,Durango,Parkinson,86,7,,3
2025,02,Durango,Alzheimer,,4,4,3
2025,02,Guanajuato,Depresión,61,,16,45
2025,02,Guanajuato,Parkinson,60,3,,2
2025,02,Guanajuato,Alzheimer,,1,1,
2025,02,Guerrero,Depresión,24,,4,20
2025,02,Guerrero,Parkinson,20,1,,1
2025,02,Guerrero,Alzheimer,,,3,
2025,02,Hidalgo,Depresión,11,,2,9
2025,02,Hidalgo,Parkinson,38,2,,2
2025,02,Hidalgo,Alzheimer,,,2,1
2025,02,Jalisco,Depresión,83,,28,55
2025,02,Jalisco,Parkinson,118,10,,7
2025,02,Jalisco,Alzheimer,,3,11,3
2025,02,México,Depresión,102,,25,77
2025,02,México,Parkinson,165,7,,4
2025,02,México,Alzheimer,,3,6,1
2025,02,Michoacán,Depresión,70,,14,56
2025,02,Michoacán,Parkinson,61,4,,1
2025,02,Michoacán,Alzheimer,,3,7,1
2025,02,Morelos,Depresión,23,,5,18
2025,02,Morelos,Parkinson,42,3,,3
2025,02,Morelos,Alzheimer,,,6,
2025,02,Nayarit,Depresión,42,,17,25
2025,02,Nayarit,Parkinson,55,1,,1
2025,02,Nayarit,Alzheimer,,,1,
2025,02,Nuevo León,Depresión,71,,15,56
2025,02,Nuevo León,Parkinson,78,3,,2
2025,02,Nuevo León,Alzheimer,,1,7,3
2025,02,Oaxaca,Depresión,16,,8,8
2025,02,Oaxaca,Parkinson,14,1,,1
2025,02,Oaxaca,Alzheimer,,,3,
2025,02,Puebla,Depresión,54,,12,42
2025,02,Puebla,Parkinson,48,,,
2025,02,Puebla,Alzheimer,,,1,
2025,02,Querétaro,Depresión,11,,2,9
2025,02,Querétaro,Parkinson,9,,,
2025,02,Querétaro,Alzheimer,,,1,
2025,02,Quintana Roo,Depresión,18,,9,9
2025,02,Quintana Roo,Parkinson,31,2,,1
2025,02,Quintana Roo,Alzheimer,,1,1,1
2025,02,San Luis Potosí,Depresión,36,,6,30
2025,02,San Luis Potosí,Parkinson,57,2,,
2025,02,San Luis Potosí,Alzheimer,,2,2,
2025,02,Sinaloa,Depresión,43,,23,20
2025,02,Sinaloa,Parkinson,54,9,,6
2025,02,Sinaloa,Alzheimer,,3,7,1
2025,02,Sonora,Depresión,14,,1,13
2025,02,Sonora,Parkinson,32,1,,
2025,02,Sonora,Alzheimer,,1,5,
2025,02,Tabasco,Depresión,29,,13,16
2025,02,Tabasco,Parkinson,32,,,
2025,02,Tabasco,Alzheimer,,,1,2
2025,02,Tamaulipas,Depresión,45,,16,29
2025,02,Tamaulipas,Parkinson,59,4,,
2025,02,Tamaulipas,Alzheimer,,4,3,1
2025,02,Tlaxcala,Depresión,9,,2,7
2025,02,Tlaxcala,Parkinson,6,,,
2025,02,Tlaxcala,Alzheimer,,,,
2025,02,Veracruz,Depresión,42,,7,35
2025,02,Veracruz,Parkinson,80,9,,3
2025,02,Veracruz,Alzheimer,,6,14,1
2025,02,Yucatán,Depresión,30,,5,25
2025,02,Yucatán,Parkinson,32,2,,
2025,02,Yucatán,Alzheimer,,2,,
2025,02,Zacatecas,Depresión,38,,11,27
2025,02,Zacatecas,Parkinson,26,,,
2025,02,Zacatecas,Alzheimer,,,,
2025,03,Aguascalientes,Depresión,35,23,37,44
2025,03,Aguascalientes,Parkinson,1,1,,1
2025,03,Aguascalientes,Alzheimer,1,1,,1
2025,03,Baja California,Depresión,99,72,106,199
2025,03,Baja California,Parkinson,2,2,1,8
2025,03,Baja California,Alzheimer,,,,3
2025,03,Baja California Sur,Depresión,10,1,17,35
2025,03,Baja California Sur,Parkinson,,,,6
2025,03,Baja California Sur,Alzheimer,,,,
2025,03,Campeche,Depresión,40,24,36,43
2025,03,Campeche,Parkinson,,1,1,3
2025,03,Campeche,Alzheimer,2,2,1,
2025,03,Coahuila,Depresión,38,13,53,75
2025,03,Coahuila,Parkinson,4,3,2,16
2025,03,Coahuila,Alzheimer,1,1,,7
2025,03,Colima,Depresión,56,24,43,78
2025,03,Colima,Parkinson,6,6,1,9
2025,03,Colima,Alzheimer,1,,1,5
2025,03,Chiapas,Depresión,60,16,71,147
2025,03,Chiapas,Parkinson,3,1,2,2
2025,03,Chiapas,Alzheimer,,,,1
2025,03,Chihuahua,Depresión,149,56,162,240
2025,03,Chihuahua,Parkinson,12,9,11,21
2025,03,Chihuahua,Alzheimer,5,3,5,4
2025,03,Ciudad de México,Depresión,344,130,376,819
2025,03,Ciudad de México,Parkinson,1,2,2,12
2025,03,Ciudad de México,Alzheimer,2,1,2,5
2025,03,Durango,Depresión,78,26,91,175
2025,03,Durango,Parkinson,11,10,8,13
2025,03,Durango,Alzheimer,2,4,1,2
2025,03,Guanajuato,Depresión,96,35,122,181
2025,03,Guanajuato,Parkinson,2,3,2,1
2025,03,Guanajuato,Alzheimer,1,1,,2
2025,03,Guerrero,Depresión,41,13,52,105
2025,03,Guerrero,Parkinson,2,2,1,6
2025,03,Guerrero,Alzheimer,,,,
2025,03,Hidalgo,Depresión,44,7,48,102
2025,03,Hidalgo,Parkinson,4,3,3,5
2025,03,Hidalgo,Alzheimer,1,,2,
2025,03,Jalisco,Depresión,95,54,125,254
2025,03,Jalisco,Parkinson,14,14,10,34
2025,03,Jalisco,Alzheimer,3,,6,6
2025,03,México,Depresión,173,71,204,416
2025,03,México,Parkinson,8,8,8,12
2025,03,México,Alzheimer,,1,,4
2025,03,Michoacán,Depresión,119,47,142,187
2025,03,Michoacán,Parkinson,15,11,8,14
2025,03,Michoacán,Alzheimer,1,1,1,4
2025,03,Morelos,Depresión,71,25,69,108
2025,03,Morelos,Parkinson,3,5,1,18
2025,03,Morelos,Alzheimer,1,,1,3
2025,03,Nayarit,Depresión,77,45,74,98
2025,03,Nayarit,Parkinson,1,1,1,1
2025,03,Nayarit,Alzheimer,,,,
2025,03,Nuevo León,Depresión,72,36,107,168
2025,03,Nuevo León,Parkinson,2,3,2,12
2025,03,Nuevo León,Alzheimer,,,3,3
2025,03,Oaxaca,Depresión,33,25,29,43
2025,03,Oaxaca,Parkinson,1,1,1,3
2025,03,Oaxaca,Alzheimer,,,,1
2025,03,Puebla,Depresión,70,37,91,113
2025,03,Puebla,Parkinson,1,1,,1
2025,03,Puebla,Alzheimer,1,,1,2
2025,03,Querétaro,Depresión,26,11,26,25
2025,03,Querétaro,Parkinson,2,1,1,4
2025,03,Querétaro,Alzheimer,,,,2
2025,03,Quintana Roo,Depresión,20,12,26,65
2025,03,Quintana Roo,Parkinson,3,3,2,1
2025,03,Quintana Roo,Alzheimer,,,1,2
2025,03,San Luis Potosí,Depresión,43,15,64,115
2025,03,San Luis Potosí,Parkinson,,,2,3
2025,03,San Luis Potosí,Alzheimer,,,,4
2025,03,Sinaloa,Depresión,82,47,77,158
2025,03,Sinaloa,Parkinson,9,8,10,22
2025,03,Sinaloa,Alzheimer,4,1,4,3
2025,03,Sonora,Depresión,45,19,40,72
2025,03,Sonora,Parkinson,1,1,1,9
2025,03,Sonora,Alzheimer,3,1,2,3
2025,03,Tabasco,Depresión,44,29,46,128
2025,03,Tabasco,Parkinson,1,1,,4
2025,03,Tabasco,Alzheimer,,1,1,1
2025,03,Tamaulipas,Depresión,46,28,63,130
2025,03,Tamaulipas,Parkinson,2,1,5,13
2025,03,Tamaulipas,Alzheimer,3,2,2,5
2025,03,Tlaxcala,Depresión,34,7,36,19
2025,03,Tlaxcala,Parkinson,,,,
2025,03,Tlaxcala,Alzheimer,,,,
2025,03,Veracruz,Depresión,102,25,119,173
2025,03,Veracruz,Parkinson,17,9,17,30
2025,03,Veracruz,Alzheimer,3,2,2,7
2025,03,Yucatán,Depresión,69,21,79,93
2025,03,Yucatán,Parkinson,3,2,3,2
2025,03,Yucatán,Alzheimer,,,,1
2025,03,Zacatecas,Depresión,44,20,62,59
2025,03,Zacatecas,Parkinson,,,,1
2025,03,Zacatecas,Alzheimer,,,,
2025,04,Aguascalientes,Depresión,30,30,60,77
2025,04,Aguascalientes,Parkinson,,1,,3
2025,04,Aguascalientes,Alzheimer,2,,3,
2025,04,Baja California,Depresión,100,108,169,297
2025,04,Baja California,Parkinson,3,4,2,10
2025,04,Baja California,Alzheimer,1,,1,
2025,04,Baja California Sur,Depresión,13,6,25,54
2025,04,Baja California Sur,Parkinson,2,1,1,6
2025,04,Baja California Sur,Alzheimer,,,,
2025,04,Campeche,Depresión,34,35,59,61
2025,04,Campeche,Parkinson,6,4,4,6
2025,04,Campeche,Alzheimer,,,2,1
2025,04,Coahuila,Depresión,46,27,86,134
2025,04,Coahuila,Parkinson,2,4,3,23
2025,04,Coahuila,Alzheimer,,,1,
2025,04,Colima,Depresión,57,46,78,138
2025,04,Colima,Parkinson,4,9,2,13
2025,04,Colima,Alzheimer,1,,1,1
2025,04,Chiapas,Depresión,64,28,124,228
2025,04,Chiapas,Parkinson,4,4,3,3
2025,04,Chiapas,Alzheimer,,,,
2025,04,Chihuahua,Depresión,110,86,242,439
2025,04,Chihuahua,Parkinson,17,16,21,28
2025,04,Chihuahua,Alzheimer,7,,6,9
2025,04,Ciudad de México,Depresión,474,260,735,1327
2025,04,Ciudad de México,Parkinson,5,4,5,18
2025,04,Ciudad de México,Alzheimer,2,,2,3
2025,04,Durango,Depresión,87,49,156,267
2025,04,Durango,Parkinson,8,14,12,21
2025,04,Durango,Alzheimer,2,,5,2
2025,04,Guanajuato,Depresión,143,60,240,301
2025,04,Guanajuato,Parkinson,8,6,7,3
2025,04,Guanajuato,Alzheimer,,,1,
2025,04,Guerrero,Depresión,50,21,94,175
2025,04,Guerrero,Parkinson,5,5,3,10
2025,04,Guerrero,Alzheimer,1,,1,
2025,04,Hidalgo,Depresión,75,18,112,166
2025,04,Hidalgo,Parkinson,1,3,4,6
2025,04,Hidalgo,Alzheimer,1,,,3
2025,04,Jalisco,Depresión,207,122,264,529
2025,04,Jalisco,Parkinson,11,20,15,45
2025,04,Jalisco,Alzheimer,,,,6
2025,04,México,Depresión,208,128,358,654
2025,04,México,Parkinson,9,13,12,23
2025,04,México,Alzheimer,1,,2,
2025,04,Michoacán,Depresión,140,87,242,275
2025,04,Michoacán,Parkinson,9,15,13,27
2025,04,Michoacán,Alzheimer,2,,2,2
2025,04,Morelos,Depresión,77,45,126,169
2025,04,Morelos,Parkinson,9,10,5,25
2025,04,Morelos,Alzheimer,,,,1
2025,04,Nayarit,Depresión,64,65,118,167
2025,04,Nayarit,Parkinson,,1,1,1
2025,04,Nayarit,Alzheimer,1,,1,
2025,04,Nuevo León,Depresión,90,62,192,266
2025,04,Nuevo León,Parkinson,4,6,3,15
2025,04,Nuevo León,Alzheimer,4,,3,4
2025,04,Oaxaca,Depresión,53,40,70,93
2025,04,Oaxaca,Parkinson,8,5,5,7
2025,04,Oaxaca,Alzheimer,3,,,3
2025,04,Puebla,Depresión,57,49,136,188
2025,04,Puebla,Parkinson,3,1,3,3
2025,04,Puebla,Alzheimer,1,,2,2
2025,04,Querétaro,Depresión,27,15,49,67
2025,04,Querétaro,Parkinson,1,1,2,5
2025,04,Querétaro,Alzheimer,,,,
2025,04,Quintana Roo,Depresión,30,18,52,102
2025,04,Quintana Roo,Parkinson,5,6,4,3
2025,04,Quintana Roo,Alzheimer,,,,1
2025,04,San Luis Potosí,Depresión,60,26,113,188
2025,04,San Luis Potosí,Parkinson,1,1,2,8
2025,04,San Luis Potosí,Alzheimer,,,,
2025,04,Sinaloa,Depresión,106,68,166,294
2025,04,Sinaloa,Parkinson,7,12,13,33
2025,04,Sinaloa,Alzheimer,4,,4,5
2025,04,Sonora,Depresión,43,30,72,129
2025,04,Sonora,Parkinson,1,2,1,11
2025,04,Sonora,Alzheimer,1,,2,2
2025,04,Tabasco,Depresión,69,49,95,233
2025,04,Tabasco,Parkinson,4,3,2,7
2025,04,Tabasco,Alzheimer,2,,3,1
2025,04,Tamaulipas,Depresión,49,35,106,201
2025,04,Tamaulipas,Parkinson,7,3,10,22
2025,04,Tamaulipas,Alzheimer,1,,2,3
2025,04,Tlaxcala,Depresión,23,14,52,56
2025,04,Tlaxcala,Parkinson,1,1,,
2025,04,Tlaxcala,Alzheimer,,,,
2025,04,Veracruz,Depresión,136,57,223,316
2025,04,Veracruz,Parkinson,20,23,23,50
2025,04,Veracruz,Alzheimer,1,,3,2
2025,04,Yucatán,Depresión,100,45,155,180
2025,04,Yucatán,Parkinson,4,5,4,5
2025,04,Yucatán,Alzheimer,,,,
2025,04,Zacatecas,Depresión,48,29,101,117
2025,04,Zacatecas,Parkinson,,,,1
2025,04,Zacatecas,Alzheimer,,,,
2025,05,Aguascalientes,Depresión,36,36,90,122
2025,05,Aguascalientes,Parkinson,,1,,4
2025,05,Aguascalientes,Alzheimer,1,,4,
2025,05,Baja California,Depresión,110,147,240,389
2025,05,Baja California,Parkinson,3,6,3,16
2025,05,Baja California,Alzheimer,2,,2,1
2025,05,Baja California Sur,Depresión,11,9,33,75
2025,05,Baja California Sur,Parkinson,,1,1,7
2025,05,Baja California Sur,Alzheimer,,,,
2025,05,Campeche,Depresión,44,48,90,90
2025,05,Campeche,Parkinson,2,6,4,10
2025,05,Campeche,Alzheimer,1,,3,1
2025,05,Coahuila,Depresión,42,37,118,187
2025,05,Coahuila,Parkinson,1,5,3,27
2025,05,Coahuila,Alzheimer,,,1,
2025,05,Colima,Depresión,61,65,120,223
2025,05,Colima,Parkinson,4,13,2,16
2025,05,Colima,Alzheimer,2,,2,2
2025,05,Chiapas,Depresión,63,41,174,294
2025,05,Chiapas,Parkinson,6,6,7,6
2025,05,Chiapas,Alzheimer,1,,,1
2025,05,Chihuahua,Depresión,118,123,324,639
2025,05,Chihuahua,Parkinson,6,20,23,38
2025,05,Chihuahua,Alzheimer,3,,7,11
2025,05,Ciudad de México,Depresión,518,398,1117,1877
2025,05,Ciudad de México,Parkinson,4,4,9,27
2025,05,Ciudad de México,Alzheimer,2,,3,4
2025,05,Durango,Depresión,73,65,213,367
2025,05,Durango,Parkinson,5,17,14,28
2025,05,Durango,Alzheimer,,,5,2
2025,05,Guanajuato,Depresión,116,84,332,431
2025,05,Guanajuato,Parkinson,4,8,9,9
2025,05,Guanajuato,Alzheimer,1,,1,1
2025,05,Guerrero,Depresión,48,32,134,228
2025,05,Guerrero,Parkinson,3,6,5,11
2025,05,Guerrero,Alzheimer,,,1,
2025,05,Hidalgo,Depresión,74,27,179,264
2025,05,Hidalgo,Parkinson,1,2,4,8
2025,05,Hidalgo,Alzheimer,1,,,4
2025,05,Jalisco,Depresión,221,229,379,736
2025,05,Jalisco,Parkinson,7,21,21,59
2025,05,Jalisco,Alzheimer,3,,2,7
2025,05,México,Depresión,256,181,561,920
2025,05,México,Parkinson,9,19,15,31
2025,05,México,Alzheimer,2,,3,1
2025,05,Michoacán,Depresión,166,133,362,398
2025,05,Michoacán,Parkinson,15,25,18,35
2025,05,Michoacán,Alzheimer,,,2,2
2025,05,Morelos,Depresión,57,61,167,229
2025,05,Morelos,Parkinson,6,13,8,33
2025,05,Morelos,Alzheimer,1,,,2
2025,05,Nayarit,Depresión,64,80,167,224
2025,05,Nayarit,Parkinson,,1,1,1
2025,05,Nayarit,Alzheimer,3,,2,2
2025,05,Nuevo León,Depresión,92,85,261,386
2025,05,Nuevo León,Parkinson,7,11,5,20
2025,05,Nuevo León,Alzheimer,5,,4,8
2025,05,Oaxaca,Depresión,26,48,89,138
2025,05,Oaxaca,Parkinson,2,7,5,12
2025,05,Oaxaca,Alzheimer,1,,,4
2025,05,Puebla,Depresión,70,70,185,254
2025,05,Puebla,Parkinson,1,1,4,4
2025,05,Puebla,Alzheimer,1,,2,3
2025,05,Querétaro,Depresión,45,24,85,108
2025,05,Querétaro,Parkinson,,1,2,5
2025,05,Querétaro,Alzheimer,,,,
2025,05,Quintana Roo,Depresión,32,24,78,151
2025,05,Quintana Roo,Parkinson,3,8,5,5
2025,05,Quintana Roo,Alzheimer,,,,1
2025,05,San Luis Potosí,Depresión,52,42,149,273
2025,05,San Luis Potosí,Parkinson,4,3,4,12
2025,05,San Luis Potosí,Alzheimer,,,,
2025,05,Sinaloa,Depresión,88,92,230,431
2025,05,Sinaloa,Parkinson,6,14,17,41
2025,05,Sinaloa,Alzheimer,,,4,5
2025,05,Sonora,Depresión,59,43,119,204
2025,05,Sonora,Parkinson,1,3,1,15
2025,05,Sonora,Alzheimer,1,,2,3
2025,05,Tabasco,Depresión,70,60,154,364
2025,05,Tabasco,Parkinson,3,5,3,11
2025,05,Tabasco,Alzheimer,1,,3,2
2025,05,Tamaulipas,Depresión,41,45,139,279
2025,05,Tamaulipas,Parkinson,11,9,15,27
2025,05,Tamaulipas,Alzheimer,1,,2,4
2025,05,Tlaxcala,Depresión,45,27,84,77
2025,05,Tlaxcala,Parkinson,,1,,
2025,05,Tlaxcala,Alzheimer,,,,
2025,05,Veracruz,Depresión,133,88,325,469
2025,05,Veracruz,Parkinson,14,29,31,68
2025,05,Veracruz,Alzheimer,7,,8,4
2025,05,Yucatán,Depresión,96,70,226,272
2025,05,Yucatán,Parkinson,4,5,8,7
2025,05,Yucatán,Alzheimer,,,,
2025,05,Zacatecas,Depresión,26,37,119,158
2025,05,Zacatecas,Parkinson,1,,1,1
2025,05,Zacatecas,Alzheimer,,,,
2025,06,Aguascalientes,Depresión,37,41,122,152
2025,06,Aguascalientes,Parkinson,2,3,,4
2025,06,Aguascalientes,Alzheimer,,4,,3
2025,06,Baja California,Depresión,109,181,314,489
2025,06,Baja California,Parkinson,3,8,4,19
2025,06,Baja California,Alzheimer,2,2,3,8
2025,06,Baja California Sur,Depresión,15,12,45,95
2025,06,Baja California Sur,Parkinson,,1,1,9
2025,06,Baja California Sur,Alzheimer,2,2,,2
2025,06,Campeche,Depresión,25,54,109,137
2025,06,Campeche,Parkinson,3,7,6,13
2025,06,Campeche,Alzheimer,,3,1,2
2025,06,Coahuila,Depresión,68,59,166,249
2025,06,Coahuila,Parkinson,5,6,7,32
2025,06,Coahuila,Alzheimer,8,2,7,12
2025,06,Colima,Depresión,71,91,165,302
2025,06,Colima,Parkinson,5,15,5,19
2025,06,Colima,Alzheimer,1,2,3,7
2025,06,Chiapas,Depresión,63,57,224,386
2025,06,Chiapas,Parkinson,4,9,8,7
2025,06,Chiapas,Alzheimer,1,,2,1
2025,06,Chihuahua,Depresión,156,171,446,807
2025,06,Chihuahua,Parkinson,10,27,26,51
2025,06,Chihuahua,Alzheimer,6,10,14,14
2025,06,Ciudad de México,Depresión,486,533,1488,2359
2025,06,Ciudad de México,Parkinson,4,7,10,42
2025,06,Ciudad de México,Alzheimer,1,3,5,9
2025,06,Durango,Depresión,94,84,289,455
2025,06,Durango,Parkinson,5,18,19,39
2025,06,Durango,Alzheimer,1,6,2,6
2025,06,Guanajuato,Depresión,113,111,418,574
2025,06,Guanajuato,Parkinson,7,12,12,17
2025,06,Guanajuato,Alzheimer,2,2,2,5
2025,06,Guerrero,Depresión,66,42,190,271
2025,06,Guerrero,Parkinson,4,9,6,15
2025,06,Guerrero,Alzheimer,,1,,2
2025,06,Hidalgo,Depresión,71,39,238,331
2025,06,Hidalgo,Parkinson,,2,4,10
2025,06,Hidalgo,Alzheimer,2,,6,1
2025,06,Jalisco,Depresión,249,310,549,939
2025,06,Jalisco,Parkinson,19,30,31,76
2025,06,Jalisco,Alzheimer,5,5,9,13
2025,06,México,Depresión,216,229,739,1204
2025,06,México,Parkinson,6,23,17,41
2025,06,México,Alzheimer,5,5,4,8
2025,06,Michoacán,Depresión,171,181,493,508
